COGID	L1	L2	L3	L4	ND1	ND2	ND3	ND4	ND5	Description
COG5160	0	0	0	0	0	0	0	0	0	Protease that can act as an efficient and specific deubiquitinating enzyme in vitro. Does not possess desumoylating and deneddylating activities. The physiological substrate is
COG5164	133.89	137.06	132.91	114.42	82.23	102.17	114.12	69.08	140.56	regulation of DNA-templated transcription, elongation
COG5166	0.09	0.02	0	0	0.17	0.28	0.18	0.54	0.13	Domain of unknown function (DUF4411)
COG5180	0	0	0	0	0	0	0	0	0	G5
COG5183	0.25	0.55	1.09	0.08	0.45	0.69	0.16	1.13	1.12	chlorophyll binding
COG5184	477.83	517.24	538.21	407.33	393.97	410.85	361.12	351.32	307.09	Purple acid Phosphatase, N-terminal domain
COG5185	29.68	160.69	71.48	182.44	1.51	0.71	4.08	0.47	3.46	lysine exporter protein (LysE YggA)
COG5190	0	0	0	0	0.02	0.06	0.04	0.13	0.04	catalytic domain of ctd-like phosphatases
COG5206	0.14	0.09	0.05	0.18	9.32	11.34	15.43	7.1	4.23	Peptidase, C13 family
COG5207	0	0	0	0	0.04	0	0.03	0.12	0	Zn-finger in ubiquitin-hydrolases and other protein
COG5215	0.9	0.71	1.12	0.07	0	0	0	0	0	ribosomal protein import into nucleus
COG5253	11.26	11.8	15.06	5.87	9.98	6.23	5.3	8.67	3.62	1-phosphatidylinositol-4-phosphate 5-kinase activity
COG5255	14.46	11.56	19.85	8.29	2.04	4.93	10.39	1.49	5.48	Domain of unknown function (DUF1868)
COG5256	1.27	2.32	1.24	0.38	0	0	0	0.02	0	This protein promotes the GTP-dependent binding of aminoacyl-tRNA to the A-site of ribosomes during protein biosynthesis
COG5260	0.34	0.12	0.09	0.37	0.47	0.48	0.32	0.44	0.26	Nucleotidyltransferase domain
COG5263	1384.53	1299.19	1385.55	1158.22	2043.93	1834.81	1877.36	1700.53	1753.33	dextransucrase activity
COG5265	4.87	5.8	5.3	4.4	1.17	3.97	1.16	2.53	4.64	ABC transporter
COG5266	0.05	0.01	0	0	4.32	2.75	2.28	5.79	6.29	ABC-type Co2 transport system, periplasmic component
COG5267	0	0	0	0	0.83	1.57	1.26	2.82	2.09	Protein of unknown function (DUF1800)
COG5268	0.15	0.5	0.14	0.2	0.21	0.53	1.01	1.3	1.52	Type IV secretory pathway, VirB3-like protein
COG5270	14.35	17.23	9.81	9.49	9.64	7.67	14.3	7.54	30.83	Phosphoadenosine phosphosulfate reductase
COG5271	1.09	0.62	0.59	0.28	0.36	0.03	0.13	0.82	0.47	ATPase activity
COG5272	2.24	0.87	2.08	2.63	6.49	4.17	6.41	6.76	6.21	Ubiquitin homologues
COG5273	0	0.08	0.1	0.05	0.12	0.08	0.33	0	0.4	Belongs to the DHHC palmitoyltransferase family
COG5275	6.23	7.94	7.75	7.84	8.66	10.73	10.66	11.2	12.19	DNA clamp loader activity
COG5276	7.44	7.54	9.58	8.48	24.71	21.91	22.26	15.81	18.54	S-layer homology domain
COG5278	0.03	0.28	0.32	0.1	0.77	1.93	1.81	2.33	2.79	Histidine kinase
COG5279	687.08	579.1	669.71	498.87	812.68	898.42	787.56	755.66	1123.72	S-layer homology domain
COG5280	154.24	104.66	105.48	120.12	152.49	110.03	167.19	86.64	151.96	tail tape measure protein
COG5281	127.95	72.93	136.05	99.08	92.88	148.75	99.85	133.13	148.05	tape measure
COG5282	0.88	0.42	0.35	0.19	0.13	0.08	0.03	0.08	0.16	hydrolase
COG5283	1017.36	727.18	837.7	776.96	958.26	943.23	1224.99	890.15	1459.65	tape measure
COG5285	0	0	0	0	0.41	0.68	0.95	1.63	1.26	Phytanoyl-CoA dioxygenase (PhyH)
COG5290	64.82	14.3	41.06	30.86	12.59	11.69	24.34	11.81	4.6	Psort location Cytoplasmic, score
COG5293	48.59	18.74	37.69	28.71	22.61	9.91	35.54	10.71	11.85	Uncharacterised protein conserved in bacteria (DUF2326)
COG5294	86.5	98.63	87.42	69.44	96.07	81.9	88.81	82.14	96.49	Protein of unknown function (DUF1093)
COG5295	79.91	50.9	58.43	42.16	57.99	65.97	61.04	67.96	56.04	YadA-like membrane anchor domain
COG5297	117.37	93.88	107.2	104.84	195.43	132.18	166.28	197.76	148.52	Belongs to the glycosyl hydrolase family 6
COG5298	25.49	0.33	11.07	6.53	0.47	0.04	0.09	0	0.22	protein conserved in bacteria
COG5301	294.89	299.83	324.54	333.7	275.27	321.01	358.58	252.99	566.25	cellulose 1,4-beta-cellobiosidase activity
COG5304	0	0	0	0	0	0	0.37	0.04	0	CopG antitoxin of type II toxin-antitoxin system
COG5305	160.14	78.96	125.06	77.13	67.5	50.79	62.82	54.37	58.44	Membrane
COG5306	0.3	0.79	0.46	0.35	0.24	0.35	0.12	0.46	0.04	cellulose 1,4-beta-cellobiosidase activity
COG5307	0.04	0.09	0.27	0.15	0	0	0	0	0	Protein of unknown function (DUF2813)
COG5309	28.83	0.81	10.48	7.47	1.54	1.78	0.85	1.89	1.87	Glycosyl transferase family 21
COG5310	0	0	0	0	0.23	0.39	0.41	0.53	0.67	Saccharopine dehydrogenase C-terminal domain
COG5314	148.55	146.19	129.18	177.39	252.4	204.48	234.13	285.21	217.8	transfer protein trbJ
COG5316	0	0	0	0	0.75	0.85	1.28	1.14	0.73	Domain of unknown function (DUF4139)
COG5317	0	0	0	0	0.12	0.06	0.08	0.32	0.61	Protein of unknown function (DUF1465)
COG5319	0.09	0.02	0	0	0.14	0.18	0.29	0.55	0.5	protein conserved in bacteria
COG5321	4.1	2.17	6.42	3.73	4.53	7.32	6.4	3.64	11.69	Pfam:DUF1052
COG5322	0.89	0.57	0.53	0.65	0.21	0.25	0.04	0.14	0.03	Shikimate quinate 5-dehydrogenase
COG5323	0	0	0	0	5.7	3.86	3.47	8.47	8.15	Terminase-like family
COG5324	47.08	22.79	36.26	37.26	23.57	21.05	36.01	19.35	19.74	AAA domain
COG5328	0	0	0	0	0.06	0.09	0.04	0.04	0.17	Belongs to the UPF0262 family
COG5330	0.64	0.68	0.34	0.2	0.37	0.85	1.09	1.15	1.13	Uncharacterised protein conserved in bacteria (DUF2336)
COG5331	0	0	0	0	0.12	0.12	0.21	0.26	0.5	MAPEG family
COG5336	12.92	6.05	3.48	2.93	2.14	3.28	5.56	4.57	6.65	Putative F0F1-ATPase subunit Ca2+/Mg2+ transporter
COG5337	254.79	174.81	217.12	155.28	167.02	144.75	123.82	158.05	122.81	CotH kinase protein
COG5338	0	0	0	0	0.01	0.28	0.03	0.22	0.06	Putative beta-barrel porin 2
COG5339	0	0.01	0.01	0	0.04	0.09	0.15	0.39	0.41	identical protein binding
COG5340	438.02	503.44	455.93	481.02	389.41	357.45	307.57	364.77	258.93	Transcriptional regulator, AbiEi antitoxin
COG5341	113.24	97.16	121.44	88.87	89.1	106.14	84.44	88.66	91.62	protein conserved in bacteria
COG5342	0.87	0.68	0.43	0.04	0.38	0.86	1.22	1.55	1.77	Invasion associated locus B (IalB) protein
COG5343	0	0	0	0	0.24	0.67	0.54	1.01	1.22	Anti-sigma-K factor rskA
COG5345	0	0	0	0	2.9	2.14	3.34	3.54	3.26	Uncharacterized protein conserved in bacteria (DUF2333)
COG5346	1.35	8	9.84	2.27	2.91	2.53	1.67	4.15	5.88	Predicted membrane protein (DUF2335)
COG5349	0	0	0	0	0.24	0.36	0.37	0.3	0.23	Protein of unknown function (DUF983)
COG5350	0.22	0.36	0.33	0.48	0.12	0.08	0.1	0.39	0.29	protein tyrosine phosphatase
COG5351	0	0	0	0	0.62	0.57	1.65	3.62	4.3	Uncharacterized protein conserved in bacteria (DUF2169)
COG5352	0	0	0	0	0.05	0.41	0.24	0.42	0.33	GcrA cell cycle regulator
COG5353	2.76	1.72	2.09	0.88	1.16	2.68	0.86	1.39	1.91	Protein conserved in bacteria
COG5360	23.24	24.25	30.12	16.33	20.56	18.52	24.41	19.24	26.87	Heparinase II/III N-terminus
COG5361	0	0	0	0	0.33	0.24	1.14	1.14	2.12	Protein of unknown function (DUF1214)
COG5362	131.53	115.05	99.46	134.84	223.72	208.73	283.16	191.75	395.2	Psort location Cytoplasmic, score 8.96
COG5368	29.76	9.49	31.34	27.94	4.19	6.38	2.94	5.26	4.61	Putative glucoamylase
COG5373	58.74	28.98	44.31	31.93	128.79	169.17	97.75	136.74	177.46	Domain of unknown function (DUF5057)
COG5375	0	0	0.02	0	0.26	1.16	0.69	0.83	0.31	Protein conserved in bacteria
COG5377	340.81	313.27	286.61	292.77	386.99	383.92	321.35	384.6	286.6	YqaJ viral recombinase family
COG5379	0.22	1.97	1.27	0.27	0	0	0.01	0	0	Protein of unknown function (DUF3419)
COG5380	5.66	4.83	4.25	4.3	3.26	6.79	3.52	3.46	2.42	BRO family, N-terminal domain
COG5383	1.73	1.55	0.65	0	0	0.06	0.04	0.09	0	DUF1338
COG5384	0.27	0.53	0.34	0.41	0.24	0.42	0.4	0.52	0	Psort location CytoplasmicMembrane, score 10.00
COG5385	0	0	0	0	0.24	0.29	0.48	0.36	0.41	Histidine phosphotransferase C-terminal domain
COG5386	47.16	43.5	49.92	44.44	73.67	91.19	46.7	92.59	102.81	Periplasmic binding protein
COG5387	0	0	0	0	0.08	0.25	0.27	0.1	0.27	COG5387 Chaperone required for the assembly of the mitochondrial F1-ATPase
COG5388	0	0	0	0	0.26	0	0.05	0.35	0.45	PAS domain
COG5389	0.07	0.98	0.47	0.51	0.26	0.72	0.27	0.17	0.12	Protein of unknown function (DUF721)
COG5393	0	0	0	0	0	0.05	0.21	0.17	0.26	Putative Actinobacterial Holin-X, holin superfamily III
COG5394	0	0	0	0	0.03	0.33	0.48	0.88	0.98	Polyhydroxyalkanoate synthesis repressor
COG5395	0	0	0	0	0.1	0.07	0.1	0.16	0.1	Predicted membrane protein (DUF2306)
COG5397	0.13	0.16	0.12	0	0.17	0.32	0.35	0.51	0.82	Psort location Cytoplasmic, score 8.87
COG5398	0.06	0.04	0	0	0	0	0	0	0	Heme oxygenase
COG5400	0	0	0	0	0.12	0.08	0.05	0.19	0.05	Protein of unknown function (DUF1134)
COG5401	172.16	128.02	162.91	118.22	119.6	136.98	121.08	124.79	132.21	Sporulation and spore germination
COG5402	0	0	0	0	0.04	0.02	0.12	0.17	0.13	Protein of unknown function (DUF1214)
COG5403	0.11	0.55	0.18	0.55	0.01	0.1	0.01	0.01	0.03	Bacterial protein of unknown function (DUF937)
COG5405	20.04	14.11	11.12	7.87	9.02	15.75	18.07	10.84	13.83	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery
COG5410	74.86	67.98	82.83	89.33	80.33	130.36	71.3	110.82	46.97	TIGRFAM Phage
COG5412	1105.85	773.06	918.27	796.82	939.46	1194.31	982.65	1006.87	1153.11	tape measure
COG5416	3.63	3.34	2.23	1.28	3.63	3.94	3.07	4.98	5.61	Pfam:DUF1049
COG5417	0	0	0	0	0	0	0	0	0	Belongs to the EsaB family
COG5418	1.7	3.27	8.69	4.92	3.04	5.48	6.64	3.57	2.06	Protein of unknown function (DUF523)
COG5419	0	0	0	0	0.07	0.26	0.75	1.6	1.67	Uncharacterized conserved protein (DUF2285)
COG5421	1408.26	866.53	1297.51	810.44	1470.44	799.51	1351.21	1056.99	979.42	Transposase DDE domain
COG5423	63.44	64.46	56.72	76.38	76.11	54.78	46.13	60.62	38.72	Predicted metal-binding protein (DUF2284)
COG5424	0	0	0	0	0.17	0.08	0.33	0.62	0.68	Ring cyclization and eight-electron oxidation of 3a-(2- amino-2-carboxyethyl)-4,5-dioxo-4,5,6,7,8,9-hexahydroquinoline- 7,9-dicarboxylic-acid to PQQ
COG5425	0	0	0	0	0.09	0.12	0.07	0.31	0.17	Usg-like family
COG5426	305.98	352.06	308.32	405.6	238.93	255.96	212.65	227.37	256.52	Lacto-N-biose phosphorylase C-terminal domain
COG5427	31.1	15.68	23.79	18.76	9.15	9.7	14.11	8.13	7.04	chaperone-mediated protein folding
COG5429	0	0	0	0	0.23	0.24	0.08	0.15	0.21	Protein of unknown function (DUF1223)
COG5430	0	0	0	0	0.03	0.12	0.33	0.88	0.73	secreted protein
COG5433	779.08	837.68	830.14	864.11	1703.02	1169.53	1494.06	1561.94	1528.79	Psort location Cytoplasmic, score 8.96
COG5434	588.1	740.65	658.35	832.14	872.82	715.87	852.97	797.77	849.9	Glycosyl hydrolases family 28
COG5435	0.37	0.24	4.33	0.19	0.38	0.14	0.13	0.35	0.41	protein kinase activity
COG5436	0	0	0	0	0.02	0.05	0	0.13	0	Protein of unknown function (DUF1254)
COG5437	0.86	1.95	3.02	1.64	0.44	0.52	0.27	0.24	0.95	Phage tail tube protein
COG5438	60.42	43.33	42.8	38.87	12.04	22.1	21.24	14.57	17.32	overlaps another CDS with the same product name
COG5441	7.62	11.71	9.33	7.14	6.11	10.08	15.99	6.36	6.21	Uncharacterised protein family (UPF0261)
COG5442	0	0	0	0	0.18	0.14	0.49	0.25	0.34	Flagellar protein FlaF
COG5443	0	0	0	0	0.38	0.1	0.32	0.39	0.27	Flagellar biosynthesis repressor FlbT
COG5444	22.02	18.63	21.16	11.32	39.55	89.02	35.46	69.56	19.65	nuclease activity
COG5445	0	0	0.02	0	0	0	0	0	0	Stage II sporulation protein
COG5446	0	0	0	0	0	0	0	0	0	Probable cobalt transporter subunit (CbtA)
COG5447	0	0	0	0	0.04	0.07	0.04	0.16	0.46	Protein of unknown function (DUF1491)
COG5448	0	0	0	0	0.03	0.12	0.01	0.07	0	Conserved hypothetical protein 2217 (DUF2460)
COG5449	0	0	0	0	0	0.13	0	0	0	Phage conserved hypothetical protein BR0599
COG5450	0	0	0	0	0.16	0.03	0.1	0.04	0.19	Bacterial antitoxin of type II TA system, VapB
COG5451	0	0	0	0	0.04	0.14	0.02	0.07	0.19	Protein of unknown function (DUF2385)
COG5454	0	0	0	0	0.07	0.2	0.11	0.14	0.07	Protein of unknown function (DUF1467)
COG5455	0	0	0	0	0.02	0	0.15	0.33	0.25	Nickel/cobalt transporter regulator
COG5456	10.91	2.25	0.58	0	2.73	3.71	7.84	2.99	3.16	FixH
COG5457	0.45	0.38	0.27	0.16	0.12	0.18	0.15	0.17	0.27	Domain of unknown function (DUF1127)
COG5458	0	0	0	0	0.06	0	0.04	0.16	0.04	Protein of unknown function (DUF1489)
COG5459	0.49	0.55	0.5	0.77	11.81	71.98	3.74	55.74	5.29	ribosomal
COG5460	4.12	9.12	6.89	4.19	7.57	5.11	2.97	5.26	4.05	Uncharacterized conserved protein (DUF2164)
COG5461	0	0	0	0	0.06	0.04	0.1	0.14	0.12	TIGRFAM pilus (Caulobacter type) biogenesis lipoprotein CpaD
COG5462	0	0	0	0	0.15	0.3	0.32	0.06	0.11	periplasmic protein
COG5463	0	0	0.03	0	0.12	0.17	0.09	0.24	0.27	Belongs to the UPF0441 family
COG5464	1980.87	2147.31	2144.03	1377.56	2336.28	1559.43	2312.57	1512.28	1965.84	Psort location Cytoplasmic, score 8.87
COG5465	8.96	54.41	25.86	72.63	3.53	10.85	6.57	3.64	3.37	PFAM Family of
COG5467	0	0	0	0	0.06	0.14	0.16	0.1	0.29	Domain of unknown function (DUF1476)
COG5468	0	0	0	0	0.43	1.09	0.53	0.35	0.26	Lipopolysaccharide-assembly
COG5470	2.22	0.99	0.85	1.62	1.73	3.65	2.9	3.98	3.69	Domain of unknown function (DUF4393)
COG5471	10.33	6.57	4.55	10.07	3.6	9.53	11.21	5.63	8.52	Uncharacterized conserved protein (DUF2190)
COG5473	0	0	0	0	0.07	0.45	0.4	0.37	0.51	Zn-ribbon protein possibly nucleic acid-binding
COG5474	0.71	1.34	2.4	1.55	0.23	0.32	0.67	0.47	0.23	Domain of unknown function (DUF4365)
COG5475	0	0	0	0	0	0	0	0.07	0	Uncharacterized small protein (DUF2158)
COG5476	4.16	5.31	5.6	5.07	6.22	6.22	5.62	8.36	6.73	Psort location Cytoplasmic, score 8.87
COG5477	0	0	0	0	0.19	0.22	0.26	0.3	0.67	Predicted small integral membrane protein (DUF2160)
COG5478	0	0	0	0	0.35	0.31	0.89	1.31	1.56	Low affinity iron permease
COG5479	5.25	12.48	36.45	4.24	1.3	4.21	0.79	4.55	4.49	protein potentially involved in peptidoglycan biosynthesis
COG5480	0	0	0	0	0.16	0.23	0.44	0.19	0.48	Protein of unknown function (DUF1036)
COG5481	0	0	0	0	0.08	0.06	0.13	0.31	0.49	Protein of unknown function (DUF465)
COG5482	2.37	3.29	2.26	4.65	1.28	0.73	0.54	0.85	0.42	Putative PD-(D/E)XK phosphodiesterase (DUF2161)
COG5483	30.5	11.29	14.41	17.3	29.66	12.34	18.89	17.38	9.62	Protein of unknown function, DUF488
COG5484	36.6	37.5	42.74	39.11	70.81	60.42	83.73	65.23	72.36	Phage terminase small subunit
COG5485	56.7	64.31	64.25	31	24.43	18.95	34.77	20.85	20.65	SnoaL-like polyketide cyclase
COG5486	0	1.22	1.12	0.49	0	0	0	0	0	Predicted metal-binding integral membrane protein (DUF2182)
COG5487	0.14	0.08	0	0	0	0	0	0	0	UPF0391 membrane protein
COG5488	0	0	0	0	0.02	0.14	0.18	0.35	0.49	Integral membrane protein (DUF2244)
COG5489	0	0.04	0	0	0.47	0.41	1.54	2.24	3.32	Protein of unknown function (DUF736)
COG5490	0	0	0	0	0.28	0.77	0.71	1.6	1.81	Phasin protein
COG5492	2773.16	2891.57	3050.85	2722.55	3287.68	3400.67	3534.26	3183.13	3320.89	Bacterial Ig-like domain 2
COG5493	0.02	0.06	0.03	0.23	0.31	0.55	0.15	0.16	0.06	Collagen triple helix repeat (20 copies)
COG5495	68.85	62.94	71.19	78.09	113.36	93.6	103.72	108.01	95.15	Domain of unknown function (DUF2520)
COG5496	28.63	36.22	41.35	27.74	22.94	37.98	30.49	27.12	25.02	THIoesterase
COG5498	7.41	13.48	12.08	8.11	8.79	7.12	11.23	8.85	7.14	PFAM glycoside hydrolase family 16
COG5499	0.11	0.47	0.46	1.52	40.24	20.17	34.11	32.57	20.07	Helix-turn-helix XRE-family like proteins
COG5500	0	0.09	0.1	0	0	0	0	0.05	0	Domain of unknown function (DUF1772)
COG5501	0	0	0	0	0.03	0.18	0.21	0.41	0.5	Sulphur oxidation protein SoxZ
COG5502	0.28	0.41	0.23	0	0.13	0.35	0.04	0.01	0.13	conserved protein (DUF2267)
COG5503	2.89	1.07	1.49	0.53	0.77	1.72	0.45	1.27	1.26	Belongs to the UPF0356 family
COG5504	86.58	60.66	102.7	90.65	63.82	65.21	68.9	70.46	53.91	Predicted Zn-dependent protease (DUF2268)
COG5505	15.2	12.86	11.58	11.31	12.28	15.15	15.28	14.67	13.12	Protein of unknown function (DUF819)
COG5506	4.42	2.76	1.76	1.04	1.96	4.05	1.38	2.03	2.95	Protein of unknown function (DUF1694)
COG5507	0	0	0	0	0.03	0.41	0.34	0.18	0.31	NIPSNAP
COG5509	0	0	0	0	0	0.11	0	0.05	0	Protein of unknown function (DUF1192)
COG5510	0.89	8.07	3.99	10.72	0	0	0	0	0	Entericidin EcnA/B family
COG5511	137.17	200.49	158.63	224.61	152.13	157.65	219.27	121.86	338.59	Phage portal protein, lambda family
COG5512	101.24	131.56	104.95	149.59	105	92.96	96.38	114.77	93.72	Protein of unknown function (DUF721)
COG5513	60.53	35.49	53.59	46.72	37.7	30.78	25.4	42.64	32.06	serine-type aminopeptidase activity
COG5514	0	0	0	0	0.11	0.1	0.08	0.21	0.3	Domain of unknown function (DUF1794)
COG5516	0	0	0	0	0.04	0	0.03	0.13	0.06	Putative stress-induced transcription regulator
COG5517	1.89	2.47	1.77	2.37	1.44	1.07	2	4.19	4.64	Ring hydroxylating subunit beta family protein 3
COG5518	19.37	10.26	12.1	10.96	17.52	12.07	47.29	8.6	26.96	Bacteriophage capsid portal protein
COG5519	82.29	83.27	75.05	66.56	120.56	98.14	170.7	74.2	321.77	Domain of unknown function (DUF927)
COG5520	246.15	215.84	237.5	261.14	259.54	320.22	219.88	329.89	259.71	Belongs to the glycosyl hydrolase 30 family
COG5521	24.4	29.24	38.54	20	20.63	17.45	12.95	17.72	9.66	Protein of unknown function (DUF1189)
COG5522	40.35	109.12	59.21	156.11	1.08	1.92	2.77	0.76	2.05	Integral membrane protein (intg_mem_TP0381)
COG5523	218.23	192.84	225.19	155.53	171.06	164.01	170.45	153.86	205.24	Protein of unknown function (DUF975)
COG5525	144.51	205.63	160.22	233.81	185.07	171.47	244.44	142.28	377.08	Phage terminase large subunit (GpA)
COG5526	0.03	0.05	0.01	0.17	3.22	0.5	0.18	0.24	1.1	NlpC/P60 family
COG5527	130.34	111.61	79.48	103.37	545.53	933.69	280.92	852.25	263.6	Initiator Replication protein
COG5528	0	0	0	0	0.09	0.11	0.11	0.3	0.41	Predicted integral membrane protein (DUF2269)
COG5529	4.62	10.13	11.98	7.51	3.58	3.05	1.13	2.69	3.54	Protein of unknown function (DUF1073)
COG5531	0.02	0	0.01	0.07	0.12	0.1	0.56	1.21	1.37	DNA topoisomerase, type IA, central domain protein
COG5534	0	0	0	0	0.68	0.46	1.52	3.14	3.51	Replication initiator protein A
COG5542	115.75	69.98	99.91	60.68	45.72	34.4	47.08	30.47	33.87	integral membrane protein
COG5544	0	0	0	0	0.02	0.37	0.23	0.18	0	Required for high salt suppression of motility
COG5545	645.8	464.98	564.91	505.62	948.13	770.22	848.13	769.41	1338.93	Virulence-associated protein E
COG5546	9.04	4.94	8.47	7.72	2.48	2.83	2.27	2.47	2.58	Bacteriophage holin
COG5547	0.56	3	1.66	2.85	0.57	0.61	0.74	0.81	0.35	Small integral membrane protein (DUF2273)
COG5549	86.49	107.63	88.39	82.48	53.07	53.29	72.7	79.82	61.15	protein import
COG5551	18.53	23.43	26.64	16.58	26.92	16.23	39.27	13.59	53.74	CRISPR-associated endoribonuclease Cas6
COG5552	0	0	0	0	0	0	0.07	0.31	0.22	Uncharacterized conserved protein (DUF2277)
COG5553	0	0	0	0	0.3	0.13	0.32	1.37	1.37	PFAM Rhodanese domain protein
COG5557	31.02	80.71	42.68	105.04	6.66	5.25	7.13	8.21	8.78	PFAM Polysulphide reductase, NrfD
COG5560	0	1.55	0.03	0.04	0	0.02	0.06	0	0.29	Ubiquitinyl hydrolase 1
COG5561	4.92	6.86	5.25	5.78	3.81	1.92	2.86	4.04	5.49	CGGC domain
COG5562	0.22	0.1	0.02	0	0	0	0	0	0	phage envelope protein
COG5563	0.32	0.07	0.25	0	0.01	0.07	0.14	0.11	0.03	repeat protein
COG5564	9.88	15.45	13.93	10.06	7.93	15.48	10.21	8.49	5.43	helix_turn_helix, arabinose operon control protein
COG5565	1.09	0.49	1.47	0.99	0.93	4.6	1.83	0.86	1.31	DNA packaging protein
COG5566	148.63	112.84	131.89	88.18	126.85	96.05	126.25	93.02	87.4	Mor transcription activator family
COG5567	14.73	14.06	8.56	14.99	7.74	8.58	6.8	7.72	6.68	abc-type fe3 -hydroxamate transport system, periplasmic component
COG5568	0	0	0	0	0.09	0.05	0.3	0.12	0	Protein of unknown function (DUF1150)
COG5569	0	0	0	0	0.19	0.35	0.46	1.03	0.52	Copper binding periplasmic protein CusF
COG5570	0	0	0	0	0	0	0	0.05	0	Protein of unknown function (DUF465)
COG5571	58.47	49.3	42.84	51.96	116.05	72.24	90.13	111.7	85.74	Psort location OuterMembrane, score
COG5572	0	0	0	0	0	0	0.05	0	0.11	Predicted integral membrane protein (DUF2282)
COG5573	35.25	33.91	29.62	31.56	30.16	14.23	29.76	18.81	23.93	PIN domain
COG5577	58.61	40.02	54.52	41.03	29.22	33.67	46.43	28.96	30.72	Coat F domain
COG5578	335.33	260.18	307.12	228.56	258.11	324.4	308.66	280.49	341.4	Protein of unknown function, DUF624
COG5579	61.98	66.28	55	68.44	35.22	27.81	22	32.77	23.59	Protein of unknown function (DUF1810)
COG5580	0	0	0	0	0	0.12	0	0.12	0	Activator of Hsp90 ATPase homolog 1-like protein
COG5581	108	53.82	90.66	53.33	64.07	92.53	58.39	84.08	77.36	Flagellar protein YcgR
COG5582	0.24	0.09	0.05	0	0	0.02	0	0	0.04	UPF0302 domain
COG5583	0.14	0.69	0.56	0.37	0.07	0.13	1.12	0.06	0.68	Uncharacterized small protein (DUF2292)
COG5584	0.96	0.03	0.16	0	0.03	0.19	0	0.32	0.06	Small secreted protein
COG5585	20.9	16.61	24.91	14.08	12.31	12.57	8.43	11.21	7.82	COG3209 Rhs family protein
COG5586	0.13	0.05	0.12	0.11	0	0	0.12	0	0	Nucleotidyl transferase AbiEii toxin, Type IV TA system
COG5587	237.4	184.95	219.91	187.31	189.74	158.94	181.23	162.13	145.93	Conserved hypothetical protein (DUF2461)
COG5588	0.06	0.93	1.13	0.39	0	0	0	0	0	Protein of unknown function (DUF1326)
COG5592	10.02	2.2	0.66	0	0.44	0.43	0.53	1.48	1.56	Hemerythrin HHE cation binding domain
COG5595	0	0	0	0	0	0	0	0	0	Zn-ribbon-containing, possibly nucleic-acid-binding protein (DUF2310)
COG5597	0	0.01	0.02	0.06	0.03	0.06	0.11	0.14	0.22	Glycosyltransferase family 8 protein
COG5598	19.58	9.49	9.75	10.45	11.94	8.17	6.98	7.59	12.54	PFAM Trimethylamine methyltransferase (MTTB)
COG5599	1.43	0.53	0.41	0.29	0	0	0.05	0.07	0	Protein tyrosine phosphatase, receptor type J
COG5602	0.81	0.38	0.57	0.43	2.72	0.5	0.6	0.46	0.12	Psort location CytoplasmicMembrane, score
