ContigID	Length	Type	Taxonomy	Host	Lifestyle
Nd_3__2626	2008	phage	unknown	unknown	virulent
Nd_3__2629	2440	non-phage	NA	NA	NA
Nd_3__2631	2021	non-phage	NA	NA	NA
Nd_3__2632	3015	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Chaseviridae	unknown	temperate
Nd_3__265	2058	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__2660	2315	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Chaseviridae	Colwellia psychrerythraea	temperate
Nd_3__2669	2109	non-phage	NA	NA	NA
Nd_3__2675	3038	phage	unknown	unknown	temperate
Nd_3__2678	11826	non-phage	NA	NA	NA
Nd_3__2690	4692	phage	unknown	unknown	temperate
Nd_3__2701	2373	phage	unknown	unknown	temperate
Nd_3__2736	3151	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__2743	2213	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__2757	2356	phage	unknown	unknown	temperate
Nd_3__2793	8234	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_3__2799	31278	non-phage	NA	NA	NA
Nd_3__2803	5341	non-phage	NA	NA	NA
Nd_3__282	2028	phage	unknown	unknown	temperate
Nd_3__286	9155	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__288	2183	non-phage	NA	NA	NA
Nd_3__292	9759	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__295	10024	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__307	3521	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__31	2686	non-phage	NA	NA	NA
Nd_3__315	6407	non-phage	NA	NA	NA
Nd_3__324	32001	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_3__325	3546	non-phage	NA	NA	NA
Nd_3__358	12251	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_3__365	9585	non-phage	NA	NA	NA
Nd_3__371	4359	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__381	2258	non-phage	NA	NA	NA
Nd_3__382	3068	non-phage	NA	NA	NA
Nd_3__390	3844	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__391	3470	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__396	2035	non-phage	NA	NA	NA
Nd_3__403	3204	phage	unknown	unknown	temperate
Nd_3__405	2016	non-phage	NA	NA	NA
Nd_3__406	2251	non-phage	NA	NA	NA
Nd_3__409	3094	non-phage	NA	NA	NA
Nd_3__415	4309	phage	unknown	unknown	virulent
Nd_3__421	40616	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_3__427	2036	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__435	3633	phage	unknown	unknown	virulent
Nd_3__438	3587	non-phage	NA	NA	NA
Nd_3__442	2204	phage	unknown	unknown	virulent
Nd_3__446	3240	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__452	2872	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__457	7405	non-phage	NA	NA	NA
Nd_3__472	2059	phage	unknown	unknown	virulent
Nd_3__483	4555	non-phage	NA	NA	NA
Nd_3__490	5761	non-phage	NA	NA	NA
Nd_3__531	11533	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Eubacterium plexicaudatum	temperate
Nd_3__551	8377	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__561	3089	non-phage	NA	NA	NA
Nd_3__564	5180	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__580	2477	phage	unknown	unknown	temperate
Nd_3__582	4920	non-phage	NA	NA	NA
Nd_3__589	2440	non-phage	NA	NA	NA
Nd_3__597	2688	non-phage	NA	NA	NA
Nd_3__610	3519	phage	unknown	unknown	temperate
Nd_3__611	3947	non-phage	NA	NA	NA
Nd_3__635	5408	non-phage	NA	NA	NA
Nd_3__65	2725	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__651	2263	non-phage	NA	NA	NA
Nd_3__656	6885	phage	unknown	Lactobacillus fermentum	virulent
Nd_3__658	4244	phage	unknown	Colwellia psychrerythraea	temperate
Nd_3__664	2068	non-phage	NA	NA	NA
Nd_3__677	4233	non-phage	NA	NA	NA
Nd_3__68	3857	phage	unknown	Prevotella sp. MGM1	virulent
Nd_3__687	5595	non-phage	NA	NA	NA
Nd_3__698	2612	phage	unknown	unknown	temperate
Nd_3__70	2360	phage	unknown	Dinoroseobacter shibae	temperate
Nd_3__755	2087	phage	unknown	unknown	virulent
Nd_3__764	2374	phage	unknown	unknown	virulent
Nd_3__77	2171	non-phage	NA	NA	NA
Nd_3__793	3877	non-phage	NA	NA	NA
Nd_3__800	4087	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__819	4890	non-phage	NA	NA	NA
Nd_3__821	3154	non-phage	NA	NA	NA
Nd_3__845	3223	non-phage	NA	NA	NA
Nd_3__847	5677	phage	unknown	unknown	temperate
Nd_3__852	2933	non-phage	NA	NA	NA
Nd_3__862	4228	non-phage	NA	NA	NA
Nd_3__890	3200	non-phage	NA	NA	NA
Nd_3__894	2097	non-phage	NA	NA	NA
Nd_3__895	4215	non-phage	NA	NA	NA
Nd_3__897	6404	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Dinoroseobacter shibae	temperate
Nd_3__899	2402	non-phage	NA	NA	NA
Nd_3__906	2421	non-phage	NA	NA	NA
Nd_3__909	3837	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_3__924	5689	non-phage	NA	NA	NA
Nd_3__925	3636	phage	unknown	unknown	temperate
Nd_3__927	14222	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Colwellia psychrerythraea	temperate
Nd_3__94	4943	phage	unknown	unknown	temperate
Nd_3__941	2682	non-phage	NA	NA	NA
Nd_3__949	2544	non-phage	NA	NA	NA
Nd_3__951	2079	non-phage	NA	NA	NA
Nd_3__958	5275	non-phage	NA	NA	NA
Nd_3__965	3950	non-phage	NA	NA	NA
Nd_3__97	3222	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__970	3293	phage	unknown	Colwellia psychrerythraea	virulent
Nd_3__982	3921	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Algoriphagus antarcticus	temperate
Nd_3__987	2104	non-phage	NA	NA	NA
Nd_3__994	5457	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1008	7302	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Serratia marcescens	temperate
Nd_4__1032	8892	phage	unknown	unknown	virulent
Nd_4__1055	8017	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1062	12710	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Clostridioides difficile	temperate
Nd_4__1074	4363	non-phage	NA	NA	NA
Nd_4__108	2156	phage	unknown	unknown	temperate
Nd_4__1082	2081	non-phage	NA	NA	NA
Nd_4__1088	2001	non-phage	NA	NA	NA
Nd_4__1090	2126	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1093	9062	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_4__1099	3148	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_4__1106	2022	phage	unknown	unknown	virulent
Nd_4__1115	2291	non-phage	NA	NA	NA
Nd_4__1120	2567	non-phage	NA	NA	NA
Nd_4__1121	4621	non-phage	NA	NA	NA
Nd_4__1137	3076	non-phage	NA	NA	NA
Nd_4__1141	6706	phage	unknown	Candidatus Pelagibacter ubique	temperate
Nd_4__1160	2508	phage	unknown	unknown	virulent
Nd_4__1161	24959	non-phage	NA	NA	NA
Nd_4__1168	2070	non-phage	NA	NA	NA
Nd_4__1169	14013	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1172	2804	phage	unknown	unknown	virulent
Nd_4__1187	2218	non-phage	NA	NA	NA
Nd_4__1196	4595	non-phage	NA	NA	NA
Nd_4__1205	6626	non-phage	NA	NA	NA
Nd_4__1225	2029	non-phage	NA	NA	NA
Nd_4__1227	5968	phage	unknown	unknown	temperate
Nd_4__1236	4484	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1245	26941	non-phage	NA	NA	NA
Nd_4__1254	3006	phage	unknown	unknown	temperate
Nd_4__1262	9259	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1268	2145	phage	unknown	Parabacteroides merdae	virulent
Nd_4__1279	2529	non-phage	NA	NA	NA
Nd_4__1285	6904	non-phage	NA	NA	NA
Nd_4__1287	2641	non-phage	NA	NA	NA
Nd_4__1291	2366	phage	unknown	Muribaculaceae bacterium	virulent
Nd_4__1293	2933	non-phage	NA	NA	NA
Nd_4__130	2942	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	unknown	temperate
Nd_4__1301	4037	non-phage	NA	NA	NA
Nd_4__1306	18169	phage	no_family_avaliable(NC_062779)	unknown	virulent
Nd_4__1320	3974	non-phage	NA	NA	NA
Nd_4__1332	4810	phage	unknown	Dinoroseobacter shibae	temperate
Nd_4__1347	8968	non-phage	NA	NA	NA
Nd_4__1353	2166	non-phage	NA	NA	NA
Nd_4__1355	9312	non-phage	NA	NA	NA
Nd_4__1360	8192	phage	unknown	Candidatus Pelagibacter ubique	virulent
Nd_4__1370	2253	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1372	2673	non-phage	NA	NA	NA
Nd_4__139	3669	non-phage	NA	NA	NA
Nd_4__1404	7692	phage	unknown	unknown	temperate
Nd_4__1410	2343	phage	unknown	Dinoroseobacter shibae	temperate
Nd_4__1415	6276	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1421	2477	non-phage	NA	NA	NA
Nd_4__1425	2419	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1431	3971	non-phage	NA	NA	NA
Nd_4__1444	7077	phage	unknown	unknown	virulent
Nd_4__1454	3608	non-phage	NA	NA	NA
Nd_4__1456	7695	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Prevotella sp. MGM1	virulent
Nd_4__1458	3118	phage	unknown	unknown	temperate
Nd_4__1464	2417	non-phage	NA	NA	NA
Nd_4__148	3551	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1488	4507	non-phage	NA	NA	NA
Nd_4__1489	2262	non-phage	NA	NA	NA
Nd_4__1492	9837	non-phage	NA	NA	NA
Nd_4__1498	2351	phage	unknown	Bacteroides mediterraneensis	virulent
Nd_4__150	3171	non-phage	NA	NA	NA
Nd_4__1503	2995	non-phage	NA	NA	NA
Nd_4__1506	5832	non-phage	NA	NA	NA
Nd_4__1516	2626	phage	unknown	unknown	temperate
Nd_4__153	3188	phage	unknown	Dinoroseobacter shibae	temperate
Nd_4__1533	3440	phage	unknown	unknown	temperate
Nd_4__1563	4128	phage	unknown	unknown	virulent
Nd_4__1566	2989	non-phage	NA	NA	NA
Nd_4__1568	5045	non-phage	NA	NA	NA
Nd_4__1569	18115	non-phage	NA	NA	NA
Nd_4__1570	20252	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1573	4213	non-phage	NA	NA	NA
Nd_4__1574	2150	non-phage	NA	NA	NA
Nd_4__1588	2726	non-phage	NA	NA	NA
Nd_4__1594	2822	non-phage	NA	NA	NA
Nd_4__1596	2053	non-phage	NA	NA	NA
Nd_4__1602	2125	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1608	4367	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1611	2065	non-phage	NA	NA	NA
Nd_4__1615	2165	non-phage	NA	NA	NA
Nd_4__1618	3850	phage	unknown	unknown	virulent
Nd_4__1620	3655	non-phage	NA	NA	NA
Nd_4__1622	3067	non-phage	NA	NA	NA
Nd_4__1624	2518	non-phage	NA	NA	NA
Nd_4__163	2229	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1638	2013	non-phage	NA	NA	NA
Nd_4__1644	10647	phage	unknown	Lactococcus lactis	temperate
Nd_4__1645	4171	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1647	3357	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1666	2220	non-phage	NA	NA	NA
Nd_4__1670	2144	non-phage	NA	NA	NA
Nd_4__1679	2939	non-phage	NA	NA	NA
Nd_4__1696	2033	non-phage	NA	NA	NA
Nd_4__1702	3825	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1705	4091	non-phage	NA	NA	NA
Nd_4__1710	5770	non-phage	NA	NA	NA
Nd_4__1718	3786	phage	unknown	unknown	virulent
Nd_4__1732	2283	phage	unknown	unknown	temperate
Nd_4__1739	2074	phage	unknown	unknown	virulent
Nd_4__174	2433	non-phage	NA	NA	NA
Nd_4__1746	5062	phage	unknown	unknown	virulent
Nd_4__1747	4655	non-phage	NA	NA	NA
Nd_4__1748	6850	non-phage	NA	NA	NA
Nd_4__1753	5460	non-phage	NA	NA	NA
Nd_4__1766	2587	non-phage	NA	NA	NA
Nd_4__1770	2453	phage	unknown	unknown	virulent
Nd_4__1772	2194	phage	unknown	unknown	virulent
Nd_4__1783	3578	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	unknown	temperate
Nd_4__1791	3892	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Straboviridae	Colwellia psychrerythraea	virulent
Nd_4__1792	3125	non-phage	NA	NA	NA
Nd_4__1800	3736	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1811	4658	non-phage	NA	NA	NA
Nd_4__1814	2435	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1832	2126	non-phage	NA	NA	NA
Nd_4__1842	17982	phage	unknown	Alteromonas macleodii	virulent
Nd_4__1844	39503	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_4__1845	2262	non-phage	NA	NA	NA
Nd_4__1848	4081	non-phage	NA	NA	NA
Nd_4__1853	4648	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	temperate
Nd_4__1861	2310	non-phage	NA	NA	NA
Nd_4__1867	5362	non-phage	NA	NA	NA
Nd_4__1876	3367	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1877	2022	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1883	4050	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__1885	7608	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_4__189	4088	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Drexlerviridae	Colwellia psychrerythraea	virulent
Nd_4__1892	5905	non-phage	NA	NA	NA
Nd_4__1894	7923	non-phage	NA	NA	NA
Nd_4__1904	4957	phage	unknown	Clostridioides difficile	temperate
Nd_4__1908	2508	non-phage	NA	NA	NA
Nd_4__1925	4215	non-phage	NA	NA	NA
Nd_4__1942	2853	non-phage	NA	NA	NA
Nd_4__1950	3547	phage	unknown	Dinoroseobacter shibae	temperate
Nd_4__1970	2607	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	temperate
Nd_4__1979	2267	non-phage	NA	NA	NA
Nd_4__1980	3068	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__1991	2790	phage	unknown	Dinoroseobacter shibae	temperate
Nd_4__2007	5911	non-phage	NA	NA	NA
Nd_4__2008	2870	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__201	8932	non-phage	NA	NA	NA
Nd_4__2022	12979	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Colwellia psychrerythraea	virulent
Nd_4__2024	2163	non-phage	NA	NA	NA
Nd_4__2027	2703	non-phage	NA	NA	NA
Nd_4__2029	2011	phage	unknown	Bacteroides barnesiae	temperate
Nd_4__2040	3943	non-phage	NA	NA	NA
Nd_4__2045	5511	phage	unknown	unknown	virulent
Nd_4__2052	6792	non-phage	NA	NA	NA
Nd_4__2066	8245	non-phage	NA	NA	NA
Nd_4__2067	2093	non-phage	NA	NA	NA
Nd_4__2072	6663	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2081	3996	non-phage	NA	NA	NA
Nd_4__2082	4358	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Zierdtviridae	Dinoroseobacter shibae	virulent
Nd_4__2087	2232	phage	unknown	unknown	virulent
Nd_4__2099	3527	non-phage	NA	NA	NA
Nd_4__2102	2707	non-phage	NA	NA	NA
Nd_4__2108	4964	non-phage	NA	NA	NA
Nd_4__2125	49537	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Glaesserella parasuis	temperate
Nd_4__2128	3471	non-phage	NA	NA	NA
Nd_4__213	2374	phage	unknown	unknown	virulent
Nd_4__2130	2576	phage	unknown	Pyrobaculum arsenaticum	temperate
Nd_4__2133	7238	non-phage	NA	NA	NA
Nd_4__2142	17170	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_4__2147	5238	non-phage	NA	NA	NA
Nd_4__2177	2403	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2185	6965	non-phage	NA	NA	NA
Nd_4__219	2455	non-phage	NA	NA	NA
Nd_4__2192	5486	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2194	2762	non-phage	NA	NA	NA
Nd_4__2201	2088	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2202	2500	non-phage	NA	NA	NA
Nd_4__2213	2562	non-phage	NA	NA	NA
Nd_4__2224	9914	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	Candidatus Pelagibacter ubique	virulent
Nd_4__223	2727	non-phage	NA	NA	NA
Nd_4__2235	2319	non-phage	NA	NA	NA
Nd_4__2237	2712	phage	unknown	unknown	virulent
Nd_4__224	2445	phage	unknown	Dinoroseobacter shibae	temperate
Nd_4__2242	3622	phage	unknown	unknown	virulent
Nd_4__225	2927	non-phage	NA	NA	NA
Nd_4__2259	2540	non-phage	NA	NA	NA
Nd_4__2268	3822	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2272	5654	phage	unknown	Bdellovibrio bacteriovorus	virulent
Nd_4__2276	10932	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2279	3563	non-phage	NA	NA	NA
Nd_4__2281	2101	non-phage	NA	NA	NA
Nd_4__2283	5455	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2285	11634	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2287	2373	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2312	6488	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
Nd_4__2332	2482	non-phage	NA	NA	NA
Nd_4__2342	13699	non-phage	NA	NA	NA
Nd_4__2343	2678	phage	unknown	unknown	temperate
Nd_4__2344	13698	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2355	2232	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2356	49745	phage	unknown	Corynebacterium striatum	temperate
Nd_4__2370	8604	non-phage	NA	NA	NA
Nd_4__2371	2546	phage	unknown	unknown	temperate
Nd_4__2374	2326	non-phage	NA	NA	NA
Nd_4__2379	4848	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	virulent
Nd_4__238	2675	non-phage	NA	NA	NA
Nd_4__2386	2124	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2389	2962	non-phage	NA	NA	NA
Nd_4__2393	5441	non-phage	NA	NA	NA
Nd_4__2394	4404	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	unknown	virulent
Nd_4__2398	3479	non-phage	NA	NA	NA
Nd_4__2422	3482	phage	unknown	Brevibacillus laterosporus	virulent
Nd_4__2425	2076	non-phage	NA	NA	NA
Nd_4__2426	2952	non-phage	NA	NA	NA
Nd_4__2434	3895	non-phage	NA	NA	NA
Nd_4__2440	2376	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Eubacterium plexicaudatum	temperate
Nd_4__2455	6161	non-phage	NA	NA	NA
Nd_4__2456	6210	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__246	14262	non-phage	NA	NA	NA
Nd_4__2462	15287	non-phage	NA	NA	NA
Nd_4__2477	2218	phage	unknown	unknown	temperate
Nd_4__2480	2258	non-phage	NA	NA	NA
Nd_4__249	3224	phage	unknown	Lactococcus lactis	virulent
Nd_4__2492	12216	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2497	3237	non-phage	NA	NA	NA
Nd_4__2499	3873	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Ackermannviridae	Colwellia psychrerythraea	virulent
Nd_4__2505	3715	non-phage	NA	NA	NA
Nd_4__2511	4200	phage	unknown	unknown	virulent
Nd_4__2528	2392	non-phage	NA	NA	NA
Nd_4__2542	7011	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Schitoviridae	Colwellia psychrerythraea	virulent
Nd_4__2546	8893	non-phage	NA	NA	NA
Nd_4__2552	5885	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2553	2456	non-phage	NA	NA	NA
Nd_4__2554	7631	non-phage	NA	NA	NA
Nd_4__2569	4977	phage	unknown	unknown	virulent
Nd_4__2581	3098	phage	unknown	unknown	virulent
Nd_4__2598	4338	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2601	2528	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2617	8141	non-phage	NA	NA	NA
Nd_4__2621	7743	non-phage	NA	NA	NA
Nd_4__263	3993	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_4__2631	2086	phage	unknown	unknown	temperate
Nd_4__2638	3727	phage	unknown	Lactococcus lactis	virulent
Nd_4__2639	2273	non-phage	NA	NA	NA
Nd_4__264	2364	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__266	5775	phage	unknown	unknown	virulent
Nd_4__2661	6142	phage	unknown	unknown	virulent
Nd_4__2667	4099	non-phage	NA	NA	NA
Nd_4__2672	3024	phage	unknown	Dinoroseobacter shibae	temperate
Nd_4__2675	4407	non-phage	NA	NA	NA
Nd_4__2676	2344	phage	unknown	unknown	virulent
Nd_4__2686	3358	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	temperate
Nd_4__2689	2193	non-phage	NA	NA	NA
Nd_4__2690	10151	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__270	2014	phage	unknown	unknown	temperate
Nd_4__2706	3174	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Casjensviridae	unknown	virulent
Nd_4__2707	4342	phage	unknown	unknown	temperate
Nd_4__2711	2386	non-phage	NA	NA	NA
Nd_4__2713	2295	non-phage	NA	NA	NA
Nd_4__2716	12755	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
Nd_4__2720	4823	non-phage	NA	NA	NA
Nd_4__2721	3840	phage	unknown	unknown	temperate
Nd_4__2726	2174	non-phage	NA	NA	NA
Nd_4__2743	5790	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2745	2269	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2758	3468	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	temperate
Nd_4__2772	2441	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Colwellia psychrerythraea	virulent
Nd_4__2777	6170	phage	unknown	unknown	virulent
Nd_4__2778	2479	phage	unknown	Colwellia psychrerythraea	temperate
Nd_4__2779	3777	non-phage	NA	NA	NA
Nd_4__278	6721	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Mesyanzhinovviridae	Dinoroseobacter shibae	temperate
Nd_4__2785	4793	phage	unknown	unknown	temperate
Nd_4__2797	8221	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Salasmaviridae	unknown	virulent
Nd_4__2812	4466	phage	unknown	unknown	temperate
Nd_4__2820	5016	phage	no_family_avaliable(NC_062779)	unknown	virulent
Nd_4__2822	4621	phage	unknown	unknown	temperate
Nd_4__2828	5900	non-phage	NA	NA	NA
Nd_4__283	7227	non-phage	NA	NA	NA
Nd_4__2842	4429	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2844	2446	non-phage	NA	NA	NA
Nd_4__2855	4306	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	unknown	virulent
Nd_4__2863	5840	phage	unknown	Colwellia psychrerythraea	virulent
Nd_4__2875	2166	non-phage	NA	NA	NA
Nd_4__2879	44847	phage	Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Unclassified;Peduoviridae	Klebsiella aerogenes	temperate
